space_id,label,areas,volumes,perimeter,X,Y,Z,aspect_ratio,boundary_line,surface_areas,ax1s
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-000757d0,Hallway,5.864,13.488,13.02,5.43,1.08,2.3,0.198895028,10,41.675,3.089756022
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-000757d1,Kitchen,12.818,29.481,14.64,2.9,4.42,2.3,1.524137931,8,59.308,2.011709078
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-000757d2,AD/PD,3.985,9.166,8.14,2.43,1.64,2.3,0.674897119,6,26.692,2.91207904
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-000757d3,AD/PD,2.43,5.589,6.86,2.43,1,2.3,0.411522634,4,20.638,3.692610485
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-000759b1,Bedroom,7.131,16.402,10.78,2.33,3.061,2.3,1.313733906,7,39.06,2.381370621
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-000759b2,AD/PD,0.288,0.662,2.52,0.3,0.959,2.3,3.196666667,4,6.368,9.620592931
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d34,Bedroom,7.675,17.653,11.16,3.12,2.46,2.3,0.788461538,6,41.018,2.323576329
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d35,AD/PD,0.657,1.511,3.82,1.46,0.45,2.3,0.308219178,4,10.1,6.683872676
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d36,Bathroom,2.978,6.85,7,1.46,2.04,2.3,1.397260274,5,22.057,3.219849584
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d37,Balcony,3.3,7.591,8.29,3.07,1.075,2.3,0.350162866,4,25.668,3.381562003
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d38,Bedroom,7.736,17.792,11.3,2.33,3.32,2.3,1.424892704,5,41.461,2.330332714
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d39,Bathroom,3.279,7.541,8.24,1.49,2.63,2.3,1.765100671,6,25.509,3.382703378
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d3a,AD/PD,0.324,0.745,2.76,0.3,1.08,2.3,3.6,4,6.996,9.388083736
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d3b,Balcony,2.236,5.143,6.04,1.72,1.3,2.3,0.755813953,5,18.364,3.570817454
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d3c,Evacuation room,1.56,3.588,5,1.2,1.3,2.3,1.083333333,4,14.62,4.074693423
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d3d,Kitchen,10.806,24.855,13.18,3.07,3.52,2.3,1.146579805,5,51.927,2.08922088
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d3e,Entrance,2.736,6.293,6.62,1.71,1.6,2.3,0.935672515,6,20.698,3.289155861
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d3f,Living room,14.739,33.9,15.36,3.92,3.76,2.3,0.959183673,5,64.806,1.911672393
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d40,Hallway,8.243,18.959,17.22,7.51,1.1,2.438,0.146471372,12,56.122,2.96020714
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d41,Dress room,2.667,6.134,6.56,1.49,1.79,2.3,1.201342282,5,20.422,3.329132929
1a10cf61-d88f-4bf0-a277-c9ecad7b9bb1-00075d42,Bedroom,12.175,28.003,13.96,3.42,3.56,2.3,1.040935673,6,56.458,2.016144008
e1cacb5a-8b21-4a9a-95b4-ea7f1a118c5c-00078184,Hallway,8.684,19.973,15.96,1.3,6.68,2.3,5.138461538,13,54.076,2.707427953
1522902e-b91a-4472-a8da-f127751444e2-00073039,Balcony,3.432,7.894,8.44,3.12,1.1,2.3,0.352564103,5,26.276,3.328772677
1522902e-b91a-4472-a8da-f127751444e2-0007303a,Bedroom,7.987,18.371,11.36,3.12,2.56,2.3,0.820512821,5,42.102,2.291819084
1522902e-b91a-4472-a8da-f127751444e2-0007303b,Bathroom,2.856,6.569,6.88,1.4,2.04,2.3,1.457142857,5,21.536,3.278528803
1522902e-b91a-4472-a8da-f127751444e2-0007303c,AD/PD,0.56,1.288,3.6,1.4,0.4,2.3,0.285714286,4,9.4,7.298136646
1522902e-b91a-4472-a8da-f127751444e2-0007303d,Balcony,2.978,6.85,7.88,2.92,1.02,2.3,0.349315068,4,24.081,3.515310234
1522902e-b91a-4472-a8da-f127751444e2-0007303e,AD/PD,0.412,0.948,2.86,0.4,1.03,2.3,2.575,4,7.402,7.81131279
1522902e-b91a-4472-a8da-f127751444e2-0007303f,Bathroom,3.121,7.179,8.16,1.49,2.59,2.3,1.738255034,6,25.01,3.484000206
1522902e-b91a-4472-a8da-f127751444e2-00073040,Bedroom,7.685,17.677,11.34,2.38,3.29,2.3,1.382352941,7,41.453,2.345081797
1522902e-b91a-4472-a8da-f127751444e2-00073041,Living room,15.131,34.802,15.56,3.92,3.86,2.3,0.984693878,5,66.05,1.89789252
1522902e-b91a-4472-a8da-f127751444e2-00073042,Bedroom,12.151,27.948,13.96,3.32,3.66,2.3,1.102409639,6,56.41,2.018408631
1522902e-b91a-4472-a8da-f127751444e2-00073043,Dress room,2.667,6.134,6.56,1.49,1.79,2.3,1.201342282,6,20.422,3.329132929
1522902e-b91a-4472-a8da-f127751444e2-00073044,Kitchen,10.191,23.439,12.82,2.92,3.49,2.3,1.195205479,5,49.868,2.127579693
1522902e-b91a-4472-a8da-f127751444e2-00073045,Entrance,2.761,6.351,6.66,1.77,1.56,2.3,0.881355932,6,20.84,3.281497018
1522902e-b91a-4472-a8da-f127751444e2-00073046,Hallway,8.124,18.684,17.12,7.47,1.09,2.438,0.145917001,13,55.654,2.97863165
1522902e-b91a-4472-a8da-f127751444e2-000734a9,Balcony,4.94,11.362,10.2,3.8,1.3,2.3,0.342105263,6,33.34,2.934342545
1522902e-b91a-4472-a8da-f127751444e2-000734aa,AD/PD,1.04,2.392,4.2,0.8,1.3,2.3,1.625,4,11.74,4.908026756
1522902e-b91a-4472-a8da-f127751444e2-000734ab,Bedroom,6.82,15.686,10.6,2.2,3.1,2.3,1.409090909,6,38.02,2.423817417
1522902e-b91a-4472-a8da-f127751444e2-000734ac,Balcony,3.224,7.415,7.56,2.48,1.3,2.3,0.524193548,4,23.836,3.214478369
1522902e-b91a-4472-a8da-f127751444e2-000734ad,Bedroom,6.905,15.88,10.53,2.48,2.784,2.3,1.122580645,7,38.024,2.394403185
1522902e-b91a-4472-a8da-f127751444e2-000734ae,AD/PD,0.775,1.783,8.22,3.61,0.5,2.3,0.138504155,8,20.457,11.4706575
1522902e-b91a-4472-a8da-f127751444e2-000734af,Bathroom,2.234,5.138,6.98,2.43,1.06,2.3,0.436213992,8,20.522,3.99436328
1522902e-b91a-4472-a8da-f127751444e2-000734b0,Bathroom,2.599,5.978,6.49,1.81,1.436,2.3,0.793370166,4,20.129,3.367318315
1522902e-b91a-4472-a8da-f127751444e2-000734b1,Entrance,2.957,6.803,6.97,1.53,1.956,2.438,1.278431373,7,22.031,3.238487803
1522902e-b91a-4472-a8da-f127751444e2-000734b3,Bedroom,10.322,23.741,12.87,3.4,3.036,2.3,0.892941176,7,50.25,2.116597803
1522902e-b91a-4472-a8da-f127751444e2-000734b5,Living room,20.564,47.296,18.17,4.8,4.284,2.3,0.8925,8,82.914,1.753079784
1522902e-b91a-4472-a8da-f127751444e2-000734b6,Kitchen,12.408,28.538,15.32,2.86,4.8,2.3,1.678321678,8,60.052,2.104252516
1522902e-b91a-4472-a8da-f127751444e2-000734b7,Hallway,5.176,11.905,12.49,5.26,0.984,2.3,0.187072243,9,39.075,3.282139251
1522902e-b91a-4472-a8da-f127751444e2-00073a03,Balcony,2.978,6.85,7.88,2.92,1.02,2.3,0.349315068,4,24.081,3.515310234
1522902e-b91a-4472-a8da-f127751444e2-00073a04,AD/PD,0.412,0.948,2.86,0.4,1.03,2.3,2.575,4,7.402,7.81131279
1522902e-b91a-4472-a8da-f127751444e2-00073a05,Bathroom,3.106,7.144,8.14,1.49,2.58,2.3,1.731543624,6,24.934,3.490074549
1522902e-b91a-4472-a8da-f127751444e2-00073a06,Bedroom,7.675,17.653,11.16,3.12,2.46,2.3,0.788461538,6,41.018,2.323576329
1522902e-b91a-4472-a8da-f127751444e2-00073a07,Bathroom,3.233,7.437,7.25,1.585,2.04,2.3,1.287066246,5,23.142,3.11181392
1522902e-b91a-4472-a8da-f127751444e2-00073a08,AD/PD,0.872,2.005,4.27,1.585,0.55,2.3,0.347003155,4,11.565,5.76800788
1522902e-b91a-4472-a8da-f127751444e2-00073a09,Bedroom,7.806,17.955,11.32,2.38,3.28,2.3,1.378151261,6,41.649,2.319668589
1522902e-b91a-4472-a8da-f127751444e2-00073a0a,Evacuation room,1.752,4.03,5.32,1.46,1.2,2.3,0.821917808,4,15.74,3.906094898
1522902e-b91a-4472-a8da-f127751444e2-00073a0b,Balcony,1.752,4.03,5.32,1.46,1.2,2.3,0.821917808,5,15.74,3.906094898
1522902e-b91a-4472-a8da-f127751444e2-00073a0c,Kitchen,10.162,23.372,12.8,2.92,3.48,2.3,1.191780822,5,49.763,2.129200811
1522902e-b91a-4472-a8da-f127751444e2-00073a0d,Entrance,2.695,6.197,6.57,1.585,1.7,2.3,1.072555205,5,20.5,3.307865459
1522902e-b91a-4472-a8da-f127751444e2-00073a0e,Living room,15.131,34.802,15.56,3.92,3.86,2.3,0.984693878,5,66.05,1.89789252
1522902e-b91a-4472-a8da-f127751444e2-00073a0f,Hallway,7.287,16.759,15.55,6.685,1.09,2.3,0.163051608,11,50.338,3.003586965
1522902e-b91a-4472-a8da-f127751444e2-00073a10,Bedroom,12.151,27.948,13.96,3.32,3.66,2.3,1.102409639,7,56.41,2.018408631
1522902e-b91a-4472-a8da-f127751444e2-00073a11,Dress room,3.321,7.639,7.76,2.09,1.79,2.3,0.85645933,7,24.49,3.206114265
1522902e-b91a-4472-a8da-f127751444e2-00073de0,Balcony,2.756,6.339,6.84,2.12,1.3,2.3,0.613207547,4,21.244,3.351422982
1522902e-b91a-4472-a8da-f127751444e2-00073de1,Evacuation room,1.69,3.887,5.2,1.3,1.3,2.3,1,4,15.34,3.946488294
1522902e-b91a-4472-a8da-f127751444e2-00073de2,Bedroom,8.844,20.341,11.96,2.68,3.3,2.3,1.231343284,4,45.196,2.22189448
1522902e-b91a-4472-a8da-f127751444e2-00073de3,Bedroom,8.844,20.341,11.96,2.68,3.3,2.3,1.231343284,6,45.196,2.22189448
1522902e-b91a-4472-a8da-f127751444e2-00073de4,Balcony,2.268,5.216,6.06,1.68,1.35,2.3,0.803571429,4,18.474,3.541522889
1522902e-b91a-4472-a8da-f127751444e2-00073de5,AD/PD,0.667,1.534,3.98,1.49,0.5,2.3,0.33557047,6,10.488,6.836581709
1522902e-b91a-4472-a8da-f127751444e2-00073de6,Bathroom,3.919,9.013,8.24,1.49,2.63,2.3,1.765100671,8,26.789,2.97225899
1522902e-b91a-4472-a8da-f127751444e2-00073de7,AD/PD,0.264,0.607,2.08,0.6,0.44,2.3,0.733333333,4,5.312,8.748353096
1522902e-b91a-4472-a8da-f127751444e2-00073de8,Balcony,4.887,11.24,9.94,3.62,1.35,2.3,0.372928177,6,32.636,2.903532887
1522902e-b91a-4472-a8da-f127751444e2-00073de9,AD/PD,0.4,0.92,2.6,0.5,0.8,2.3,1.6,4,6.78,7.369565217
1522902e-b91a-4472-a8da-f127751444e2-00073dea,Storage,3.898,8.964,8,1.68,2.32,2.3,1.380952381,4,26.195,2.922088063
1522902e-b91a-4472-a8da-f127751444e2-00073deb,Bathroom,3.708,8.528,8.44,1.9,2.32,2.3,1.221052632,6,26.828,3.145724872
1522902e-b91a-4472-a8da-f127751444e2-00073dec,Kitchen,17.716,40.746,17.16,3.87,4.71,2.3,1.217054264,9,74.899,1.838187744
1522902e-b91a-4472-a8da-f127751444e2-00073ded,Entrance,5.141,11.824,9.12,2.04,2.52,2.3,1.235294118,5,31.258,2.643641998
1522902e-b91a-4472-a8da-f127751444e2-00073dee,Living room,16.268,37.416,16.14,3.92,4.15,2.3,1.058673469,6,69.658,1.86169701
1522902e-b91a-4472-a8da-f127751444e2-00073def,Hallway,6.472,14.885,17.6,7.99,0.81,2.3,0.101376721,13,53.424,3.589027347
1522902e-b91a-4472-a8da-f127751444e2-00073df0,Dress room,3.526,8.111,7.68,1.52,2.32,2.3,1.526315789,4,24.717,3.047448315
1522902e-b91a-4472-a8da-f127751444e2-00073df1,Bedroom,12.525,28.808,14.16,3.62,3.46,2.3,0.955801105,7,57.618,2.000072202
1522902e-b91a-4472-a8da-f127751444e2-00074228,Bedroom,8.308,19.108,11.56,2.68,3.1,2.3,1.156716418,6,43.204,2.260995164
1522902e-b91a-4472-a8da-f127751444e2-00074229,Bedroom,8.308,19.108,11.56,2.68,3.1,2.3,1.156716418,4,43.204,2.260995164
1522902e-b91a-4472-a8da-f127751444e2-0007422a,Storage,4.007,9.216,8.22,1.59,2.52,2.3,1.58490566,6,26.92,2.921121051
1522902e-b91a-4472-a8da-f127751444e2-0007422b,Evacuation room,1.43,3.289,4.8,1.1,1.3,2.3,1.181818182,4,13.9,4.226208574
1522902e-b91a-4472-a8da-f127751444e2-0007422c,Balcony,3.016,6.937,7.24,2.32,1.3,2.3,0.560344828,4,22.684,3.270095721
1522902e-b91a-4472-a8da-f127751444e2-0007422d,Balcony,4.887,11.24,9.94,3.62,1.35,2.3,0.372928177,7,32.636,2.903532887
1522902e-b91a-4472-a8da-f127751444e2-0007422e,AD/PD,0.49,1.127,2.8,0.7,0.7,2.3,1,4,7.42,6.583850932
1522902e-b91a-4472-a8da-f127751444e2-0007422f,Bathroom,3.919,9.013,8.24,1.49,2.63,2.3,1.765100671,6,26.789,2.97225899
1522902e-b91a-4472-a8da-f127751444e2-00074230,AD/PD,0.536,1.234,3.7,1.49,0.36,2.3,0.241610738,4,9.583,7.767564763
1522902e-b91a-4472-a8da-f127751444e2-00074231,Bathroom,3.157,7.262,8.06,1.71,2.32,2.3,1.356725146,6,24.852,3.422405103
1522902e-b91a-4472-a8da-f127751444e2-00074232,Entrance,5.45,12.534,9.4,2.08,2.62,2.3,1.259615385,4,32.519,2.594446501
1522902e-b91a-4472-a8da-f127751444e2-00074233,Kitchen,18.228,41.924,17.14,3.92,4.65,2.3,1.18622449,8,75.878,1.809876826
1522902e-b91a-4472-a8da-f127751444e2-00074234,Hallway,8.38,19.278,18.12,7.99,1.07,2.438,0.133917397,11,58.569,3.038080912
1522902e-b91a-4472-a8da-f127751444e2-00074235,Living room,15.484,35.613,15.74,3.92,3.95,2.3,1.007653061,7,67.17,1.886098413
1522902e-b91a-4472-a8da-f127751444e2-00074236,Bedroom,12.525,28.808,14.16,3.62,3.46,2.3,0.955801105,9,57.618,2.000072202
1522902e-b91a-4472-a8da-f127751444e2-00074237,Dress room,3.967,9.125,8.06,1.71,2.32,2.3,1.356725146,4,26.472,2.901180988
1522902e-b91a-4472-a8da-f127751444e2-00074667,Storage,3.697,8.502,7.7,1.83,2.02,2.3,1.103825137,4,25.103,2.952536879
1522902e-b91a-4472-a8da-f127751444e2-00074668,Bathroom,3.712,8.538,7.84,1.6,2.32,2.3,1.45,5,25.456,2.981634183
1522902e-b91a-4472-a8da-f127751444e2-00074669,AD/PD,0.55,1.265,3.2,0.5,1.1,2.3,2.2,4,8.46,6.687747036
1522902e-b91a-4472-a8da-f127751444e2-0007466a,AD/PD,0.532,1.225,2.92,0.71,0.75,2.3,1.056338028,4,7.781,6.353133293
1522902e-b91a-4472-a8da-f127751444e2-0007466b,Balcony,4.185,9.627,9.04,2.5,2.02,2.3,0.808,9,29.163,3.029402752
1522902e-b91a-4472-a8da-f127751444e2-0007466c,AD/PD,0.451,1.037,2.82,0.49,0.92,2.3,1.87755102,4,7.388,7.125496702
1522902e-b91a-4472-a8da-f127751444e2-0007466d,Bathroom,3.011,6.926,7.94,1.59,2.38,2.3,1.496855346,6,24.285,3.5062415
1522902e-b91a-4472-a8da-f127751444e2-0007466e,Evacuation room,1.5,3.45,4.9,1.2,1.25,2.3,1.041666667,4,14.27,4.136231884
1522902e-b91a-4472-a8da-f127751444e2-0007466f,Balcony,2.775,6.383,6.94,2.22,1.25,2.3,0.563063063,4,21.512,3.370466118
1522902e-b91a-4472-a8da-f127751444e2-00074670,Bedroom,10.043,23.098,12.7,2.98,3.37,2.3,1.130872483,6,49.295,2.134169308
1522902e-b91a-4472-a8da-f127751444e2-00074671,Bedroom,9.032,20.773,12.1,2.68,3.37,2.3,1.257462687,4,45.893,2.209296056
1522902e-b91a-4472-a8da-f127751444e2-00074672,Entrance,4.767,10.965,8.78,1.97,2.42,2.3,1.228426396,6,29.729,2.711258165
1522902e-b91a-4472-a8da-f127751444e2-00074674,Kitchen,15.983,36.761,17.04,3.88,4.64,2.3,1.195876289,10,71.158,1.935697983
1522902e-b91a-4472-a8da-f127751444e2-00074676,Living room,19.752,45.431,17.78,4.52,4.37,2.3,0.966814159,6,80.399,1.7697134
1522902e-b91a-4472-a8da-f127751444e2-00074677,Bedroom,13.684,31.472,14.8,3.62,3.78,2.3,1.044198895,7,61.407,1.95114558
9df3fccd-69f7-448f-a44a-b2bfd14c9167-00076670,Dress room,3.532,8.124,8.59,1.6,2.696,2.3,1.685,7,26.826,3.301969468
9df3fccd-69f7-448f-a44a-b2bfd14c9167-0007679b,Dress room,5.929,13.637,10.14,1.83,3.24,2.3,1.770491803,6,35.18,2.579716011
9df3fccd-69f7-448f-a44a-b2bfd14c9167-00076db2,Hallway,8.956,20.604,19.6,8.78,1.02,2.438,0.116173121,12,63.614,3.087450858
9df3fccd-69f7-448f-a44a-b2bfd14c9167-00076db3,Storage,4.099,9.428,8.14,1.83,2.24,2.3,1.224043716,4,26.92,2.855276109
10f4724d-0468-4cbf-8c59-e5591490d750-00073034,Bedroom,12.616,29.017,14.24,3.32,3.8,2.3,1.144578313,6,57.984,1.998290645
10f4724d-0468-4cbf-8c59-e5591490d750-00073035,Bedroom,7.774,17.879,11.24,3.16,2.46,2.3,0.778481013,6,41.399,2.315473554
10f4724d-0468-4cbf-8c59-e5591490d750-00073036,Bathroom,3.417,7.859,7.43,1.675,2.04,2.3,1.217910448,5,23.923,3.043987225
10f4724d-0468-4cbf-8c59-e5591490d750-00073037,AD/PD,0.57,1.31,4.03,1.675,0.34,2.3,0.202985075,4,10.408,7.945948009
10f4724d-0468-4cbf-8c59-e5591490d750-00073038,Dress room,2.593,5.963,6.46,1.49,1.74,2.3,1.167785235,5,20.043,3.361238844
10f4724d-0468-4cbf-8c59-e5591490d750-00073039,AD/PD,0.48,1.104,2.92,0.5,0.96,2.3,1.92,4,7.676,6.952898551
10f4724d-0468-4cbf-8c59-e5591490d750-0007303a,Bathroom,3.062,7.043,8.18,1.49,2.6,2.3,1.744966443,6,24.938,3.541021782
10f4724d-0468-4cbf-8c59-e5591490d750-0007303b,Bedroom,7.524,17.305,11.16,2.28,3.3,2.3,1.447368421,5,40.716,2.352818806
10f4724d-0468-4cbf-8c59-e5591490d750-0007303c,Living room,15.28,35.144,15.64,3.82,4,2.3,1.047120419,5,66.532,1.893125427
10f4724d-0468-4cbf-8c59-e5591490d750-0007303d,Kitchen,10.64,24.472,13.08,3.04,3.5,2.3,1.151315789,6,51.364,2.098888526
10f4724d-0468-4cbf-8c59-e5591490d750-0007303e,Entrance,2.179,5.012,5.91,1.415,1.54,2.3,1.088339223,5,17.951,3.581654173
10f4724d-0468-4cbf-8c59-e5591490d750-0007303f,Hallway,7.42,17.067,16.35,7.135,1.04,2.3,0.145760336,11,52.446,3.072962198
10f4724d-0468-4cbf-8c59-e5591490d750-00073061,Evacuation room,1.476,3.395,4.86,1.2,1.23,2.3,1.025,4,14.13,4.162248144
10f4724d-0468-4cbf-8c59-e5591490d750-00073062,Evacuation room,1.317,3.028,4.59,1.155,1.14,2.3,0.987012987,4,13.19,4.355420831
10f4724d-0468-4cbf-8c59-e5591490d750-00073068,Balcony,2.017,4.64,5.74,1.64,1.23,2.3,0.75,4,17.236,3.715007458
10f4724d-0468-4cbf-8c59-e5591490d750-00073069,Balcony,2.058,4.733,5.89,1.805,1.14,2.3,0.631578947,4,17.662,3.731899905
10f4724d-0468-4cbf-8c59-e5591490d750-0007451f,Bedroom,13.588,31.251,14.8,3.38,4.02,2.3,1.189349112,6,61.215,1.958787232
10f4724d-0468-4cbf-8c59-e5591490d750-00074520,Bedroom,7.68,17.664,11.12,3,2.56,2.3,0.853333333,6,40.936,2.317481884
10f4724d-0468-4cbf-8c59-e5591490d750-00074521,Bathroom,3.499,8.047,7.51,1.715,2.04,2.3,1.189504373,5,24.27,3.016113278
10f4724d-0468-4cbf-8c59-e5591490d750-00074522,AD/PD,0.583,1.341,4.11,1.715,0.34,2.3,0.198250729,4,10.619,7.917949789
10f4724d-0468-4cbf-8c59-e5591490d750-00074523,Dress room,2.419,5.563,6.26,1.39,1.74,2.3,1.251798561,5,19.235,3.457803472
10f4724d-0468-4cbf-8c59-e5591490d750-00074524,AD/PD,0.365,0.839,2.68,0.38,0.96,2.3,2.526315789,4,6.894,8.216533181
10f4724d-0468-4cbf-8c59-e5591490d750-00074525,Bathroom,2.941,6.765,7.98,1.39,2.6,2.3,1.870503597,6,24.236,3.582684382
10f4724d-0468-4cbf-8c59-e5591490d750-00074526,Bedroom,7.458,17.153,11.12,2.26,3.3,2.3,1.460176991,5,40.492,2.360581576
10f4724d-0468-4cbf-8c59-e5591490d750-00074527,Living room,15.867,36.495,15.96,3.76,4.22,2.3,1.122340426,5,68.442,1.8754028
10f4724d-0468-4cbf-8c59-e5591490d750-00074528,Kitchen,10.57,24.311,13.04,3.02,3.5,2.3,1.158940397,6,51.132,2.103245444
10f4724d-0468-4cbf-8c59-e5591490d750-00074529,Entrance,2.087,4.799,5.79,1.355,1.54,2.3,1.136531365,5,17.49,3.644197933
10f4724d-0468-4cbf-8c59-e5591490d750-0007452a,Hallway,7.316,16.828,16.15,7.035,1.04,2.3,0.147832267,11,51.778,3.076946847
10f4724d-0468-4cbf-8c59-e5591490d750-0007454c,Evacuation room,1.427,3.282,4.78,1.16,1.23,2.3,1.060344828,4,13.848,4.219841299
10f4724d-0468-4cbf-8c59-e5591490d750-0007454d,Balcony,2.042,4.696,5.78,1.66,1.23,2.3,0.740963855,4,17.378,3.700485931
10f4724d-0468-4cbf-8c59-e5591490d750-0007454e,Evacuation room,1.304,2.999,4.59,1.035,1.26,2.3,1.217391304,4,13.165,4.389167275
10f4724d-0468-4cbf-8c59-e5591490d750-0007454f,Balcony,2.224,5.115,6.05,1.765,1.26,2.3,0.71388102,4,18.363,3.590050382
10f4724d-0468-4cbf-8c59-e5591490d750-000746e8,Bedroom,7.183,16.521,10.76,2.46,2.92,2.3,1.18699187,6,39.114,2.367480643
10f4724d-0468-4cbf-8c59-e5591490d750-000746e9,Bedroom,9.929,22.836,12.92,3.94,2.52,2.3,0.639593909,6,49.574,2.17084774
10f4724d-0468-4cbf-8c59-e5591490d750-000746ea,Bedroom,11.985,27.566,13.86,3.32,3.61,2.3,1.087349398,6,55.848,2.025976966
10f4724d-0468-4cbf-8c59-e5591490d750-000746eb,Dress room,3.192,7.341,7.2,2.02,1.58,2.3,0.782178218,4,22.943,3.125459767
10f4724d-0468-4cbf-8c59-e5591490d750-000746ec,Bathroom,3.198,7.356,8.12,2.48,1.58,2.3,0.637096774,7,25.073,3.40836179
10f4724d-0468-4cbf-8c59-e5591490d750-000746ed,Storage,0.948,2.18,4.36,0.6,1.58,2.3,2.633333333,4,11.924,5.468721336
10f4724d-0468-4cbf-8c59-e5591490d750-000746ee,AD/PD,1.488,3.422,6.16,1.5,1.58,2.3,1.053333333,7,17.144,5.009350164
10f4724d-0468-4cbf-8c59-e5591490d750-000746ef,AD/PD,1.036,2.383,4.36,1.48,0.7,2.3,0.472972973,4,12.1,5.078059426
10f4724d-0468-4cbf-8c59-e5591490d750-000746f0,Bathroom,3.182,7.32,7.2,2.04,1.56,2.3,0.764705882,5,22.925,3.132035981
10f4724d-0468-4cbf-8c59-e5591490d750-000746f1,AD/PD,0.53,1.22,3.8,0.34,1.56,2.3,4.588235294,4,9.801,8.034133386
10f4724d-0468-4cbf-8c59-e5591490d750-000746f2,Entrance,3.36,7.728,7.4,1.6,2.1,2.3,1.3125,6,23.74,3.07194617
10f4724d-0468-4cbf-8c59-e5591490d750-000746f3,Hallway,3.998,9.196,10.12,0.98,4.08,2.3,4.163265306,7,31.273,3.40059937
10f4724d-0468-4cbf-8c59-e5591490d750-000746f4,Kitchen,10.972,25.235,13.84,2.46,4.46,2.3,1.81300813,7,53.775,2.130995915
10f4724d-0468-4cbf-8c59-e5591490d750-000746f5,Living room,17.662,40.622,16.84,3.96,4.46,2.3,1.126262626,12,74.055,1.823041292
10f4724d-0468-4cbf-8c59-e5591490d750-0007479d,Evacuation room,1.357,3.121,4.68,1.28,1.06,2.3,0.828125,4,13.478,4.318985849
10f4724d-0468-4cbf-8c59-e5591490d750-0007479e,Balcony,2.125,4.887,5.88,1.28,1.66,2.3,1.296875,4,17.774,3.636966344
10f4724d-0468-4cbf-8c59-e5591490d750-0007479f,Balcony,2.457,5.651,6.28,1.48,1.66,2.3,1.121621622,4,19.358,3.425806634
10f4724d-0468-4cbf-8c59-e5591490d750-000747a0,Evacuation room,1.628,3.744,5.16,1.48,1.1,2.3,0.743243243,4,15.124,4.039098387
10f4724d-0468-4cbf-8c59-e5591490d750-000748b2,AD/PD,0.766,1.761,4.36,1.74,0.44,2.3,0.252873563,4,11.559,6.564331471
10f4724d-0468-4cbf-8c59-e5591490d750-000748b3,Bedroom,10.404,23.929,12.92,3.4,3.06,2.3,0.9,6,50.524,2.111395283
10f4724d-0468-4cbf-8c59-e5591490d750-000748b4,Dress room,3.14,7.221,7.1,1.88,1.67,2.3,0.888297872,5,22.609,3.130972098
10f4724d-0468-4cbf-8c59-e5591490d750-000748b5,Bathroom,1.908,4.388,5.98,1.32,1.67,2.3,1.265151515,6,17.57,4.003737125
10f4724d-0468-4cbf-8c59-e5591490d750-000748b6,AD/PD,0.104,0.24,1.52,0.18,0.58,2.3,3.222222222,4,3.705,15.42978511
10f4724d-0468-4cbf-8c59-e5591490d750-000748b7,Bedroom,10.135,23.311,13.16,4.12,2.46,2.3,0.597087379,7,50.538,2.167993081
10f4724d-0468-4cbf-8c59-e5591490d750-000748b8,Bathroom,3.404,7.829,7.56,2.3,1.48,2.3,0.643478261,5,24.196,3.090481786
10f4724d-0468-4cbf-8c59-e5591490d750-000748b9,Bedroom,8.106,18.644,12.24,3.3,2.82,2.3,0.854545455,8,44.364,2.379557815
10f4724d-0468-4cbf-8c59-e5591490d750-000748ba,AD/PD,0.8,1.84,3.6,0.8,1,2.3,1.25,4,9.88,5.369565217
10f4724d-0468-4cbf-8c59-e5591490d750-000748bb,Hallway,5.613,12.909,11.1,1.33,4.22,2.3,3.172932331,8,36.755,2.847242772
10f4724d-0468-4cbf-8c59-e5591490d750-000748bc,Entrance,2.855,6.567,6.76,1.66,1.72,2.3,1.036144578,7,21.258,3.237114281
10f4724d-0468-4cbf-8c59-e5591490d750-000748bd,Living room,21.445,49.324,18.54,4.83,4.44,2.3,0.919254658,9,85.532,1.734086233
10f4724d-0468-4cbf-8c59-e5591490d750-000748be,Kitchen,9.322,21.44,13.52,4.83,1.93,2.3,0.399585921,8,49.74,2.319922651
10f4724d-0468-4cbf-8c59-e5591490d750-000748e3,Evacuation room,1.461,3.359,4.86,1.09,1.34,2.3,1.229357798,4,14.099,4.196905381
