space_id,label,areas,volumes,perimeter,X,Y,Z,aspect_ratio,boundary_line,surface_areas,ax1s
10f4724d-0468-4cbf-8c59-e5591490d750-000748e4,Balcony,2.198,5.054,5.96,1.64,1.34,2.3,0.817073171,4,18.103,3.581575157
10f4724d-0468-4cbf-8c59-e5591490d750-000748e5,Evacuation room,1.558,3.582,5,1.32,1.18,2.3,0.893939394,4,14.615,4.07957616
10f4724d-0468-4cbf-8c59-e5591490d750-000748e6,Balcony,2.218,5.102,6.12,1.88,1.18,2.3,0.627659574,4,18.513,3.628349457
10f4724d-0468-4cbf-8c59-e5591490d750-00074a67,Bedroom,8.731,20.081,11.88,2.67,3.27,2.3,1.224719101,6,44.786,2.230259643
10f4724d-0468-4cbf-8c59-e5591490d750-00074a68,Bedroom,5.788,13.312,10.08,1.77,3.27,2.3,1.847457627,4,34.76,2.611144539
10f4724d-0468-4cbf-8c59-e5591490d750-00074a69,AD/PD,0.48,1.103,3.06,0.44,1.09,2.3,2.477272727,4,7.997,7.249700838
10f4724d-0468-4cbf-8c59-e5591490d750-00074a6a,AD/PD,0.476,1.095,3.42,1.36,0.35,2.3,0.257352941,4,8.818,8.054439167
10f4724d-0468-4cbf-8c59-e5591490d750-00074a6b,Bathroom,2.91,6.694,7,1.36,2.14,2.3,1.573529412,5,21.921,3.27476277
10f4724d-0468-4cbf-8c59-e5591490d750-00074a6c,Evacuation room,1.56,3.588,5,1.3,1.2,2.3,0.923076923,4,14.62,4.074693423
10f4724d-0468-4cbf-8c59-e5591490d750-00074a6d,Balcony,2.16,4.968,6,1.8,1.2,2.3,0.666666667,4,18.12,3.647342995
10f4724d-0468-4cbf-8c59-e5591490d750-00074a6e,Bathroom,2.771,6.373,7.82,1.48,2.43,2.3,1.641891892,7,23.528,3.691917575
10f4724d-0468-4cbf-8c59-e5591490d750-00074a6f,Storage,1.088,2.502,4.44,0.73,1.49,2.3,2.04109589,4,12.387,4.951413233
10f4724d-0468-4cbf-8c59-e5591490d750-00074a70,Balcony,3.814,8.773,9.04,2.55,1.97,2.3,0.77254902,8,28.421,3.23946953
10f4724d-0468-4cbf-8c59-e5591490d750-00074a71,Evacuation room,0.803,1.847,3.66,1.1,0.73,2.3,0.663636364,4,10.024,5.427473063
10f4724d-0468-4cbf-8c59-e5591490d750-00074a72,Dress room,2.414,5.552,6.22,1.62,1.49,2.3,0.919753086,5,19.134,3.446487047
10f4724d-0468-4cbf-8c59-e5591490d750-00074a73,Bedroom,10.131,23.301,12.74,3.3,3.07,2.3,0.93030303,10,49.564,2.127091621
10f4724d-0468-4cbf-8c59-e5591490d750-00074a74,Kitchen,11.966,27.522,13.92,3.1,3.86,2.3,1.24516129,6,55.948,2.032861223
10f4724d-0468-4cbf-8c59-e5591490d750-00074a75,Entrance,4.386,10.088,8.54,2.55,1.72,2.3,0.674509804,6,28.414,2.816669641
10f4724d-0468-4cbf-8c59-e5591490d750-00074a76,Hallway,6.7,15.412,15.56,6.78,1,2.438,0.147492625,12,49.225,3.194029896
10f4724d-0468-4cbf-8c59-e5591490d750-00074a77,Living room,12.145,27.934,13.94,3.5,3.47,2.3,0.991428571,5,56.352,2.017362665
10f4724d-0468-4cbf-8c59-e5591490d750-00074c29,Bedroom,8.838,20.327,11.96,2.67,3.31,2.3,1.239700375,6,45.183,2.222838817
10f4724d-0468-4cbf-8c59-e5591490d750-00074c2a,Bedroom,8.076,18.576,11.5,2.44,3.31,2.3,1.356557377,4,42.603,2.293477723
10f4724d-0468-4cbf-8c59-e5591490d750-00074c2b,Bedroom,10.431,23.991,12.94,3.42,3.05,2.3,0.891812865,9,50.624,2.110098244
10f4724d-0468-4cbf-8c59-e5591490d750-00074c2c,Evacuation room,1.846,4.246,5.44,1.42,1.3,2.3,0.915492958,4,16.204,3.81647746
10f4724d-0468-4cbf-8c59-e5591490d750-00074c2d,Balcony,2.34,5.382,6.2,1.8,1.3,2.3,0.722222222,4,18.94,3.519137867
10f4724d-0468-4cbf-8c59-e5591490d750-00074c2e,AD/PD,0.524,1.205,3.42,1.31,0.4,2.3,0.305343511,4,8.914,7.396282775
10f4724d-0468-4cbf-8c59-e5591490d750-00074c2f,Bathroom,2.856,6.568,6.98,1.31,2.18,2.3,1.664122137,5,21.766,3.313774865
10f4724d-0468-4cbf-8c59-e5591490d750-00074c30,Balcony,3.349,7.702,7.32,1.84,1.82,2.3,0.989130435,4,23.534,3.055474771
10f4724d-0468-4cbf-8c59-e5591490d750-00074c31,Evacuation room,1.277,2.937,4.52,1.13,1.13,2.3,1,4,12.95,4.409456326
10f4724d-0468-4cbf-8c59-e5591490d750-00074c34,Bathroom,3.258,7.493,7.92,1.73,2.23,2.3,1.289017341,6,24.732,3.300605752
10f4724d-0468-4cbf-8c59-e5591490d750-00074c35,AD/PD,0.852,1.96,5.06,0.4,2.13,2.3,5.325,5,13.342,6.808532354
10f4724d-0468-4cbf-8c59-e5591490d750-00074c36,Kitchen,12.333,28.365,14.08,3.28,3.76,2.3,1.146341463,6,57.05,2.01125031
10f4724d-0468-4cbf-8c59-e5591490d750-00074c37,Living room,12.18,28.013,13.96,3.47,3.51,2.3,1.011527378,5,56.467,2.015720384
10f4724d-0468-4cbf-8c59-e5591490d750-00074c38,Storage,2.834,6.517,6.76,1.84,1.54,2.3,0.836956522,4,21.215,3.25519235
10f4724d-0468-4cbf-8c59-e5591490d750-00074c39,Hallway,7.769,17.868,17.02,7.47,1.04,2.3,0.139223561,13,54.684,3.060402144
10f4724d-0468-4cbf-8c59-e5591490d750-00074c3a,Entrance,3.393,7.804,7.38,1.95,1.74,2.3,0.892307692,5,23.76,3.04463153
10f4724d-0468-4cbf-8c59-e5591490d750-00074dec,Bedroom,10.98,25.254,13.3,3.6,3.05,2.3,0.847222222,7,52.55,2.080858478
10f4724d-0468-4cbf-8c59-e5591490d750-00074ded,Bedroom,7.282,16.749,11.02,2.2,3.31,2.3,1.504545455,4,39.91,2.382885734
10f4724d-0468-4cbf-8c59-e5591490d750-00074dee,Bedroom,9.036,20.783,12.08,2.73,3.31,2.3,1.212454212,6,45.857,2.206414803
10f4724d-0468-4cbf-8c59-e5591490d750-00074def,Storage,2.033,4.675,5.72,1.32,1.54,2.3,1.166666667,4,17.222,3.683503585
10f4724d-0468-4cbf-8c59-e5591490d750-00074df1,Evacuation room,1.603,3.687,5.26,1.67,0.96,2.3,0.574850299,4,15.304,4.150394862
10f4724d-0468-4cbf-8c59-e5591490d750-00074df3,Balcony,4.186,9.627,8.2,2.18,1.92,2.3,0.880733945,6,27.231,2.828642302
10f4724d-0468-4cbf-8c59-e5591490d750-00074df4,AD/PD,0.3,0.69,2.2,0.6,0.5,2.3,0.833333333,4,5.66,8.202898551
10f4724d-0468-4cbf-8c59-e5591490d750-00074df5,Bathroom,3.451,7.938,8.04,2.18,1.84,2.3,0.844036697,7,25.394,3.199139304
10f4724d-0468-4cbf-8c59-e5591490d750-00074df6,Bathroom,3.226,7.421,7.32,1.48,2.18,2.3,1.472972973,5,23.289,3.138374713
10f4724d-0468-4cbf-8c59-e5591490d750-00074df7,AD/PD,0.592,1.362,3.76,1.48,0.4,2.3,0.27027027,4,9.832,7.220916569
10f4724d-0468-4cbf-8c59-e5591490d750-00074df8,Kitchen,13.312,30.618,14.72,3.2,4.16,2.3,1.3,7,60.48,1.975334448
10f4724d-0468-4cbf-8c59-e5591490d750-00074df9,Living room,12.812,29.466,14.32,3.65,3.51,2.3,0.961643836,6,58.559,1.987310993
10f4724d-0468-4cbf-8c59-e5591490d750-00074dfa,Entrance,3.358,7.724,7.34,1.93,1.74,2.3,0.901554404,5,23.598,3.055208147
10f4724d-0468-4cbf-8c59-e5591490d750-00074dfb,Hallway,7.592,17.462,16.68,7.3,1.04,2.3,0.142465753,13,53.548,3.066614743
10f4724d-0468-4cbf-8c59-e5591490d750-00074eb6,Balcony,2.769,6.369,6.86,2.13,1.3,2.3,0.610328638,4,21.316,3.346993892
10f4724d-0468-4cbf-8c59-e5591490d750-00074eb7,Evacuation room,1.651,3.797,5.14,1.27,1.3,2.3,1.023622047,4,15.124,3.982829905
10f4724d-0468-4cbf-8c59-e5591490d750-00074fb4,Balcony,4.27,9.822,9.17,1.3,3.285,2.3,2.526923077,7,29.632,3.016854762
10f4724d-0468-4cbf-8c59-e5591490d750-00074fb5,Evacuation room,1.508,3.468,4.92,1.3,1.16,2.3,0.892307692,4,14.332,4.132164687
10f4724d-0468-4cbf-8c59-e5591490d750-00074fb6,Balcony,2.07,4.761,5.9,1.8,1.15,2.3,0.638888889,4,17.71,3.719806763
10f4724d-0468-4cbf-8c59-e5591490d750-00074fb7,Evacuation room,1.495,3.438,4.9,1.3,1.15,2.3,0.884615385,4,14.26,4.147157191
10f4724d-0468-4cbf-8c59-e5591490d750-00074fb8,Bedroom,8.384,19.283,11.62,2.67,3.14,2.3,1.176029963,5,43.494,2.255592307
10f4724d-0468-4cbf-8c59-e5591490d750-00074fb9,Bedroom,7.662,17.622,11.16,2.44,3.14,2.3,1.286885246,4,40.991,2.326168674
10f4724d-0468-4cbf-8c59-e5591490d750-00074fba,AD/PD,0.546,1.256,2.96,0.78,0.7,2.3,0.897435897,4,7.9,6.290810639
10f4724d-0468-4cbf-8c59-e5591490d750-00074fbb,Bedroom,10.065,23.15,12.7,3.3,3.05,2.3,0.924242424,7,49.34,2.131363528
10f4724d-0468-4cbf-8c59-e5591490d750-00074fbc,Dress room,2.324,5.346,6.1,1.49,1.56,2.3,1.046979866,4,18.679,3.493935789
10f4724d-0468-4cbf-8c59-e5591490d750-00074fbd,AD/PD,1.232,2.835,4.7,0.79,1.56,2.3,1.974683544,4,13.275,4.683332628
10f4724d-0468-4cbf-8c59-e5591490d750-00074fbe,Bathroom,3.338,7.678,7.4,2.14,1.56,2.3,0.728971963,4,23.697,3.086221986
10f4724d-0468-4cbf-8c59-e5591490d750-00074fbf,AD/PD,0.35,0.805,2.4,0.7,0.5,2.3,0.714285714,4,6.22,7.726708075
10f4724d-0468-4cbf-8c59-e5591490d750-00074fc0,Bathroom,2.209,5.081,6.76,1.82,1.56,2.3,0.857142857,7,19.966,3.929417692
10f4724d-0468-4cbf-8c59-e5591490d750-00074fc1,Entrance,3.59,8.258,7.6,2.04,1.76,2.3,0.862745098,5,24.661,2.98634523
10f4724d-0468-4cbf-8c59-e5591490d750-00074fc2,Kitchen,14.76,33.948,16.08,3.3,4.74,2.3,1.436363636,10,66.504,1.958996112
10f4724d-0468-4cbf-8c59-e5591490d750-00074fc3,Hallway,9.625,22.137,20.28,9.08,1.06,2.3,0.116740088,14,65.894,2.976640057
10f4724d-0468-4cbf-8c59-e5591490d750-00074fc4,Living room,11.924,27.425,13.82,3.57,3.34,2.3,0.93557423,5,55.634,2.028606288
10f4724d-0468-4cbf-8c59-e5591490d750-00075174,Bedroom,8.831,20.311,12.38,2.23,3.96,2.3,1.775784753,4,46.136,2.271496403
10f4724d-0468-4cbf-8c59-e5591490d750-00075175,Bedroom,11.761,27.051,13.86,2.97,3.96,2.3,1.333333333,6,55.4,2.048001609
10f4724d-0468-4cbf-8c59-e5591490d750-00075178,Bedroom,13.574,31.219,14.74,3.61,3.76,2.3,1.041551247,8,61.049,1.955490325
10f4724d-0468-4cbf-8c59-e5591490d750-00075179,Balcony,2.483,5.711,6.42,1.91,1.3,2.3,0.680628272,4,19.732,3.455147175
10f4724d-0468-4cbf-8c59-e5591490d750-0007517a,Evacuation room,1.95,4.485,5.6,1.5,1.3,2.3,0.866666667,4,16.78,3.741360089
10f4724d-0468-4cbf-8c59-e5591490d750-0007517b,Bathroom,3.26,7.499,7.49,2.366,1.378,2.3,0.582417582,4,23.743,3.166172751
10f4724d-0468-4cbf-8c59-e5591490d750-0007517c,AD/PD,1.4,3.219,9.98,4.59,0.402,2.3,0.087581699,7,25.762,8.002281488
10f4724d-0468-4cbf-8c59-e5591490d750-0007517d,AD/PD,0.25,0.575,2,0.5,0.5,2.3,1,4,5.1,8.869565217
10f4724d-0468-4cbf-8c59-e5591490d750-0007517e,Storage,3.815,8.774,8.3,2.05,2.1,2.3,1.024390244,8,26.72,3.04518776
10f4724d-0468-4cbf-8c59-e5591490d750-0007517f,AD/PD,0.269,0.618,2.14,0.4,0.672,2.3,1.68,4,5.468,8.846277522
10f4724d-0468-4cbf-8c59-e5591490d750-00075180,Bathroom,3.037,6.985,7.79,1.465,2.43,2.3,1.658703072,7,23.991,3.43478564
10f4724d-0468-4cbf-8c59-e5591490d750-00075181,Evacuation room,1.162,2.672,4.62,1.57,0.74,2.3,0.47133758,4,12.95,4.846302963
10f4724d-0468-4cbf-8c59-e5591490d750-00075182,Balcony,2.245,5.164,6,1.57,1.43,2.3,0.910828025,4,18.29,3.542013235
10f4724d-0468-4cbf-8c59-e5591490d750-00075183,Kitchen,18.895,43.459,18.55,4.525,4.75,2.438,1.049723757,14,80.488,1.852058869
10f4724d-0468-4cbf-8c59-e5591490d750-00075184,Entrance,3.599,8.278,7.6,2.024,1.778,2.3,0.878458498,5,24.689,2.982357074
10f4724d-0468-4cbf-8c59-e5591490d750-00075185,Living room,20.509,47.17,18.18,4.93,4.16,2.3,0.843813387,6,82.832,1.756022441
10f4724d-0468-4cbf-8c59-e5591490d750-00075186,Hallway,11.072,25.466,19.86,8.65,1.28,2.3,0.147976879,11,67.822,2.66327909
10f4724d-0468-4cbf-8c59-e5591490d750-00075388,Balcony,2.613,6.01,6.62,2.01,1.3,2.3,0.646766169,4,20.452,3.403051631
10f4724d-0468-4cbf-8c59-e5591490d750-00075389,Evacuation room,1.82,4.186,5.4,1.4,1.3,2.3,0.928571429,4,16.06,3.836598184
10f4724d-0468-4cbf-8c59-e5591490d750-0007538a,Bedroom,13.79,31.717,14.86,3.61,3.82,2.3,1.058171745,7,61.758,1.947129436
10f4724d-0468-4cbf-8c59-e5591490d750-0007538b,Bedroom,10.534,24.227,13.24,2.66,3.96,2.3,1.488721805,4,51.519,2.126487167
10f4724d-0468-4cbf-8c59-e5591490d750-0007538c,Bedroom,11.365,26.14,13.66,2.87,3.96,2.3,1.379790941,6,54.148,2.071464532
10f4724d-0468-4cbf-8c59-e5591490d750-0007538d,AD/PD,2.976,6.845,7.28,1.24,2.4,2.3,1.935483871,5,22.696,3.315801777
10f4724d-0468-4cbf-8c59-e5591490d750-0007538e,Bathroom,3.68,8.464,7.8,1.6,2.3,2.3,1.4375,5,25.3,2.989130435
10f4724d-0468-4cbf-8c59-e5591490d750-0007538f,AD/PD,1.718,3.951,8.64,3.7,0.62,2.3,0.167567568,7,23.308,5.898668826
10f4724d-0468-4cbf-8c59-e5591490d750-00075390,Storage,4.066,9.353,8.6,2.1,2.2,2.3,1.047619048,8,27.913,2.98440599
10f4724d-0468-4cbf-8c59-e5591490d750-00075391,AD/PD,0.195,0.448,1.78,0.5,0.39,2.3,0.78,4,4.484,9.997770346
10f4724d-0468-4cbf-8c59-e5591490d750-00075392,Bathroom,2.999,6.898,7.56,2.29,1.49,2.3,0.650655022,7,23.386,3.39029245
10f4724d-0468-4cbf-8c59-e5591490d750-00075393,Balcony,2.781,6.396,6.82,2.06,1.35,2.3,0.655339806,6,21.248,3.321920485
10f4724d-0468-4cbf-8c59-e5591490d750-00075394,Evacuation room,1.35,3.105,4.7,1,1.35,2.3,1.35,4,13.51,4.351046699
10f4724d-0468-4cbf-8c59-e5591490d750-00075397,Kitchen,15.411,35.445,16.04,3.67,4.35,2.3,1.185286104,12,67.714,1.91038022
10f4724d-0468-4cbf-8c59-e5591490d750-00075398,Entrance,4.123,9.483,8.14,1.9,2.17,2.3,1.142105263,4,26.968,2.843855783
10f4724d-0468-4cbf-8c59-e5591490d750-00075399,Living room,18.72,43.056,17.32,4.5,4.16,2.3,0.924444444,5,77.276,1.794778893
10f4724d-0468-4cbf-8c59-e5591490d750-0007539a,Hallway,10.435,24.001,19.76,8.67,1.21,2.438,0.139561707,15,66.348,2.764426466
add2991b-8275-41fe-a3eb-0499c1a6327e-00076f8d,Dress room,5.677,13.057,11.22,1.72,3.89,2.3,2.261627907,8,37.16,2.846061468
add2991b-8275-41fe-a3eb-0499c1a6327e-0007705e,Dress room,5.304,12.2,10.1,1.49,3.56,2.3,2.389261745,6,33.839,2.773661243
add2991b-8275-41fe-a3eb-0499c1a6327e-000770a4,Dress room,4.676,10.755,8.94,1.67,2.8,2.3,1.676646707,6,29.914,2.781455722
add2991b-8275-41fe-a3eb-0499c1a6327e-000770f0,Dress room,7.188,16.533,13.1,1.82,4.73,2.3,2.598901099,8,44.507,2.691957816
18eaf3b8-db66-4877-926a-2e9d0eed9b59-0007302f,Bedroom,9.735,22.39,12.5,3.3,2.95,2.3,0.893939394,7,48.22,2.153591925
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00073030,Bedroom,9.367,21.544,12.26,2.9,3.23,2.3,1.113793103,6,46.932,2.178415436
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00073031,Evacuation room,0.616,1.417,3.32,1.1,0.56,2.3,0.509090909,4,8.868,6.259175607
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00073032,Balcony,4.125,9.488,9.1,3.3,1.25,2.3,0.378787879,6,29.18,3.075625823
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00073033,Storage,1.67,3.841,5.34,1,1.67,2.3,1.67,4,15.622,4.067170008
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00073034,Dress room,3.507,8.066,7.54,2.1,1.67,2.3,0.795238095,4,24.356,3.01955096
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00073035,Balcony,1.932,4.444,5.62,1.61,1.2,2.3,0.745341615,4,16.79,3.778467909
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00073036,Evacuation room,1.788,4.112,5.38,1.49,1.2,2.3,0.805369128,4,15.95,3.878513763
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00073037,AD/PD,0.53,1.219,3.12,0.5,1.06,2.3,2.12,4,8.236,6.75635767
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00073038,Bathroom,2.913,6.7,7.9,1.65,2.3,2.3,1.393939394,7,23.996,3.581545993
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00073039,Living room,12.348,28.4,14.06,3.6,3.43,2.3,0.952777778,5,57.034,2.008211152
18eaf3b8-db66-4877-926a-2e9d0eed9b59-0007303a,Kitchen,12.258,28.194,14.12,3.08,3.98,2.3,1.292207792,7,56.993,2.021435523
18eaf3b8-db66-4877-926a-2e9d0eed9b59-0007303b,Entrance,2.01,4.622,5.7,1.57,1.28,2.3,0.815286624,4,17.129,3.705907297
18eaf3b8-db66-4877-926a-2e9d0eed9b59-0007303c,Hallway,4.947,11.378,11.74,4.85,1.02,2.3,0.210309278,7,36.896,3.242720665
18eaf3b8-db66-4877-926a-2e9d0eed9b59-0007455e,Bedroom,8.829,20.307,11.94,3.27,2.7,2.3,0.825688073,7,45.12,2.221926753
18eaf3b8-db66-4877-926a-2e9d0eed9b59-0007455f,Bedroom,10.131,23.301,12.74,3.3,3.07,2.3,0.93030303,7,49.564,2.127091621
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074560,Evacuation room,1.68,3.864,5.2,1.4,1.2,2.3,0.857142857,4,15.32,3.964803313
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074561,Balcony,2.04,4.692,5.8,1.7,1.2,2.3,0.705882353,4,17.42,3.712702472
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074562,AD/PD,1.18,2.714,5.28,2.07,0.57,2.3,0.275362319,4,14.504,5.34459442
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074563,AD/PD,0.35,0.805,2.4,0.7,0.5,2.3,0.714285714,4,6.22,7.726708075
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074564,Bathroom,2.534,5.828,7.32,2.26,1.4,2.3,0.619469027,7,21.904,3.758278714
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074565,AD/PD,0.662,1.524,3.72,1.38,0.48,2.3,0.347826087,5,9.881,6.485638521
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074566,Balcony,5.341,12.283,10.5,1.38,3.87,2.3,2.804347826,5,34.831,2.835620163
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074567,Evacuation room,0.966,2.222,4.16,1.38,0.7,2.3,0.507246377,4,11.5,5.175983437
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074568,Dress room,1.884,4.333,5.96,2.07,0.91,2.3,0.439613527,4,17.475,4.033458665
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074569,Storage,1.73,3.98,5.42,1.03,1.68,2.3,1.631067961,5,15.927,4.001839233
18eaf3b8-db66-4877-926a-2e9d0eed9b59-0007456a,Living room,13.209,30.381,14.54,3.7,3.57,2.3,0.964864865,8,59.86,1.970329848
18eaf3b8-db66-4877-926a-2e9d0eed9b59-0007456b,Entrance,2.189,5.036,6.02,1.23,1.78,2.3,1.447154472,4,18.225,3.6192167
18eaf3b8-db66-4877-926a-2e9d0eed9b59-0007456c,Hallway,4.903,11.276,11.58,1.03,4.76,2.3,4.621359223,9,36.44,3.23151633
18eaf3b8-db66-4877-926a-2e9d0eed9b59-0007456d,Kitchen,9.238,21.248,12.26,2.67,3.46,2.3,1.29588015,5,46.674,2.196644744
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747ef,AD/PD,1.27,2.921,6.08,0.5,2.54,2.3,5.08,4,16.524,5.656966792
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747f0,Bedroom,8.731,20.081,11.88,2.67,3.27,2.3,1.224719101,6,44.786,2.230259643
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747f1,Bedroom,5.788,13.312,10.08,1.77,3.27,2.3,1.847457627,4,34.76,2.611144539
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747f2,Bedroom,10.131,23.301,12.74,3.3,3.07,2.3,0.93030303,7,49.564,2.127091621
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747f3,Storage,1.124,2.586,4.54,0.73,1.54,2.3,2.109589041,4,12.69,4.907837844
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747f4,Dress room,2.479,5.703,6.3,1.61,1.54,2.3,0.956521739,4,19.449,3.410537613
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747f5,Balcony,3.508,8.068,8.96,2.54,1.94,2.3,0.763779528,8,27.624,3.423727133
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747f6,Evacuation room,0.966,2.221,4.14,1.36,0.71,2.3,0.522058824,4,11.453,5.156964807
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747f7,AD/PD,0.36,0.828,2.6,0.4,0.9,2.3,2.25,4,6.7,8.09178744
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747f8,Bathroom,2.976,6.844,7.86,1.49,2.44,2.3,1.637583893,7,24.029,3.511020065
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747f9,AD/PD,0.42,0.966,3.4,1.4,0.3,2.3,0.214285714,4,8.66,8.964803313
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747fa,Bathroom,2.296,5.281,6.08,1.4,1.64,2.3,1.171428571,5,18.576,3.517648841
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747fb,Evacuation room,1.56,3.588,5,1.3,1.2,2.3,0.923076923,4,14.62,4.074693423
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747fc,Balcony,2.16,4.968,6,1.8,1.2,2.3,0.666666667,4,18.12,3.647342995
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747fd,Kitchen,12.416,28.557,14.16,3.2,3.88,2.3,1.2125,6,57.4,2.010029135
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747fe,Entrance,2.912,6.697,7.34,2.51,1.16,2.3,0.462151394,7,22.705,3.390486032
18eaf3b8-db66-4877-926a-2e9d0eed9b59-000747ff,Hallway,6.788,15.612,15.68,6.84,1,2.438,0.14619883,11,49.673,3.181675007
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074800,Living room,12.492,28.732,14.14,3.6,3.47,2.3,0.963888889,5,57.506,2.001489649
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074aa4,AD/PD,0.57,1.311,3.1,0.95,0.6,2.3,0.631578947,4,8.27,6.308161709
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074aa5,AD/PD,2.24,5.152,7.2,2.8,0.8,2.3,0.285714286,5,21.04,4.083850932
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074aa6,AD/PD,0.413,0.949,2.78,0.43,0.96,2.3,2.23255814,4,7.22,7.604482642
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074aa7,Bedroom,7.93,18.239,11.28,2.67,2.97,2.3,1.112359551,6,41.804,2.292040527
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074aa8,Bedroom,5.257,12.091,9.48,1.77,2.97,2.3,1.677966102,5,32.318,2.672925935
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074aa9,Balcony,3.899,8.968,8.37,2.785,1.4,2.3,0.502692998,4,27.049,3.016269501
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074aaa,Evacuation room,0.931,2.141,4.13,0.665,1.4,2.3,2.105263158,4,11.361,5.305655443
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074aab,Bathroom,2.868,6.597,7.8,2.07,1.83,2.3,0.884057971,7,23.676,3.589105346
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074aac,Bedroom,10.131,23.301,12.74,3.07,3.3,2.3,1.074918567,6,49.564,2.127091621
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074aad,Dress room,1.187,2.731,4.41,0.935,1.27,2.3,1.35828877,5,12.518,4.583442415
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074aae,Storage,1.187,2.731,4.41,0.935,1.27,2.3,1.35828877,4,12.518,4.583442415
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074aaf,Dress room,1.3,2.99,4.62,1.34,0.97,2.3,0.723880597,5,13.226,4.424092001
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074ab0,Evacuation room,1.44,3.312,4.8,1.2,1.2,2.3,1,4,13.92,4.202898551
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074ab1,Balcony,2.28,5.244,6.2,1.2,1.9,2.3,1.583333333,4,18.82,3.588863463
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074ab2,Bathroom,2.794,6.426,6.94,2.2,1.27,2.3,0.577272727,6,21.55,3.353459276
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074ab3,AD/PD,0.762,1.753,3.74,0.6,1.27,2.3,2.116666667,4,10.126,5.7777017
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074ab4,Entrance,2.558,5.883,6.42,1.74,1.47,2.3,0.844827586,4,19.882,3.379602716
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074ab5,Living room,17.538,40.337,16.88,4.74,3.7,2.3,0.780590717,9,73.9,1.832046686
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074ab6,Hallway,5.432,12.494,13.14,5.6,0.97,2.3,0.173214286,12,41.086,3.288563745
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074ab7,Kitchen,9.959,22.906,13.26,2.3,4.33,2.3,1.882608696,7,50.416,2.201024199
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074d47,Bedroom,8.23,18.928,11.56,3.24,2.54,2.3,0.783950617,6,43.047,2.274240176
18eaf3b8-db66-4877-926a-2e9d0eed9b59-00074d48,Bedroom,12.512,28.778,14.16,3.4,3.68,2.3,1.082352941,6,57.592,2.001278772
